date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:46	95964/95964	---M--	200	added ('OK')	image/jpeg	etag:%223a0632-176dc-502e03d77f2d5%22	http://gooberlicious.co.uk/files/8614/1053/7010/brandculture5.jpg	site/gooberlicious.co.uk/files/8614/1053/7010/brandculture5.jpg	(from http://gooberlicious.co.uk/brand-culture/)
13:29:46	148821/148821	---M--	200	added ('OK')	image/jpeg	etag:%222e0dca-24555-4f1d4a6205713%22	http://gooberlicious.co.uk/files/8013/9179/5529/brandculture1.jpg	site/gooberlicious.co.uk/files/8013/9179/5529/brandculture1.jpg	(from http://gooberlicious.co.uk/brand-culture/)
13:29:48	103138/103138	---M--	200	added ('OK')	image/jpeg	etag:%223a05bb-192e2-502e007dc3194%22	http://gooberlicious.co.uk/files/1214/1053/6111/blissful3.jpg	site/gooberlicious.co.uk/files/1214/1053/6111/blissful3.jpg	(from http://gooberlicious.co.uk/blissful-childcare/)
13:29:48	140674/140674	---M--	200	added ('OK')	image/jpeg	etag:%223a05fc-22582-502e03d6491e5%22	http://gooberlicious.co.uk/files/8514/1053/7009/brandculture3.jpg	site/gooberlicious.co.uk/files/8514/1053/7009/brandculture3.jpg	(from http://gooberlicious.co.uk/brand-culture/)
13:29:49	19534/19534	---M--	200	added ('OK')	image/jpeg	etag:%22240ecf-4c4e-4f13265220802%22	http://gooberlicious.co.uk/elements/shooting_gallery/img/front-panel.jpg	site/gooberlicious.co.uk/elements/shooting_gallery/img/front-panel.jpg	(from http://gooberlicious.co.uk/elements/shooting_gallery/css/shooting_gallery.css)
13:29:50	141010/141010	---M--	200	added ('OK')	image/jpeg	etag:%223a0585-226d2-502e007c96ce4%22	http://gooberlicious.co.uk/files/1514/1053/6110/blissful1.jpg	site/gooberlicious.co.uk/files/1514/1053/6110/blissful1.jpg	(from http://gooberlicious.co.uk/blissful-childcare/)
13:29:51	1271/1271	---M--	200	added ('OK')	image/png	etag:%22261547-4f7-4f1d126efcaa4%22	http://gooberlicious.co.uk/js/slider/button_next.png	site/gooberlicious.co.uk/js/slider/button_next.png	(from http://gooberlicious.co.uk/js/slider/slider.css)
13:29:51	58949/58949	---M--	200	added ('OK')	image/jpeg	etag:%22240ec6-e645-4f130ebf6b3f1%22	http://gooberlicious.co.uk/elements/shooting_gallery/img/bg.jpg	site/gooberlicious.co.uk/elements/shooting_gallery/img/bg.jpg	(from http://gooberlicious.co.uk/elements/shooting_gallery/css/shooting_gallery.css)
13:29:51	1295/1295	---M--	200	added ('OK')	image/png	etag:%22261548-50f-4f1d12703a0bc%22	http://gooberlicious.co.uk/js/slider/button_prev.png	site/gooberlicious.co.uk/js/slider/button_prev.png	(from http://gooberlicious.co.uk/js/slider/slider.css)
13:29:53	97916/97916	---M--	200	added ('OK')	image/jpeg	etag:%223a05e1-17e7c-502e00d27c8d4%22	http://gooberlicious.co.uk/files/1314/1053/6200/blissful4.jpg	site/gooberlicious.co.uk/files/1314/1053/6200/blissful4.jpg	(from http://gooberlicious.co.uk/blissful-childcare/)
13:29:54	93707/93707	---M--	200	added ('OK')	image/png	etag:%22240ec8-16e0b-4f130ec044881%22	http://gooberlicious.co.uk/elements/shooting_gallery/img/panel-2.png	site/gooberlicious.co.uk/elements/shooting_gallery/img/panel-2.png	(from http://gooberlicious.co.uk/elements/shooting_gallery/css/shooting_gallery.css)
13:29:55	96452/96452	---M--	200	added ('OK')	audio/x-wav	etag:%22240eac-178c4-4f130eba7f7b1%22	http://gooberlicious.co.uk/elements/shooting_gallery/audio/ping.wav	site/gooberlicious.co.uk/elements/shooting_gallery/audio/ping.wav	(from http://gooberlicious.co.uk/elements/shooting_gallery/js/shooting_gallery.js)
13:29:55	119355/119355	---M--	200	added ('OK')	image/png	etag:%22240ebd-1d23b-4f130ebee2871%22	http://gooberlicious.co.uk/elements/shooting_gallery/img/panel-1.png	site/gooberlicious.co.uk/elements/shooting_gallery/img/panel-1.png	(from http://gooberlicious.co.uk/elements/shooting_gallery/css/shooting_gallery.css)
13:29:55	103532/103532	---M--	200	added ('OK')	audio/x-wav	etag:%22240eaf-1946c-4f130ebb1bbb1%22	http://gooberlicious.co.uk/elements/shooting_gallery/audio/shot.wav	site/gooberlicious.co.uk/elements/shooting_gallery/audio/shot.wav	(from http://gooberlicious.co.uk/elements/shooting_gallery/js/shooting_gallery.js)
13:29:55	155780/155780	---M--	200	added ('OK')	image/png	etag:%22240ebf-26084-4f130ebe5c401%22	http://gooberlicious.co.uk/elements/shooting_gallery/img/roof.png	site/gooberlicious.co.uk/elements/shooting_gallery/img/roof.png	(from http://gooberlicious.co.uk/elements/shooting_gallery/css/shooting_gallery.css)
